Active,Combined_Key,Confirmed,Country_Region,Deaths,Last_Update,Lat,Long_,Province_State,Recovered
47,"Liberty, Texas, US",48,US,1,2020-05-08 02:32:32,30.15152688,-94.81205615,Texas,0
139,"Licking, Ohio, US",146,US,7,2020-05-08 02:32:32,40.09136236,-82.48185785,Ohio,0
54,"Limestone, Alabama, US",54,US,0,2020-05-08 02:32:32,34.81185586,-86.98310072,Alabama,0
12,"Limestone, Texas, US",13,US,1,2020-05-08 02:32:32,31.5454767,-96.58095444,Texas,0
893,"Lincoln, Arkansas, US",899,US,6,2020-05-08 02:32:32,33.95317155,-91.74002806,Arkansas,0
3,"Lincoln, Colorado, US",3,US,0,2020-05-08 02:32:32,38.98749519,-103.51366490000001,Colorado,0
12,"Lincoln, Georgia, US",12,US,0,2020-05-08 02:32:32,33.79201475,-82.45024131,Georgia,0
29,"Lincoln, Idaho, US",29,US,0,2020-05-08 02:32:32,43.0012336,-114.1358773,Idaho,0
5,"Lincoln, Kentucky, US",6,US,1,2020-05-08 02:32:32,37.45475628,-84.6565327,Kentucky,0
90,"Lincoln, Louisiana, US",101,US,11,2020-05-08 02:32:32,32.6003154,-92.66597409999999,Louisiana,0
14,"Lincoln, Maine, US",14,US,0,2020-05-08 02:32:32,44.05996956,-69.54227124,Maine,0
3,"Lincoln, Minnesota, US",3,US,0,2020-05-08 02:32:32,44.41311883,-96.26688165,Minnesota,0
167,"Lincoln, Mississippi, US",179,US,12,2020-05-08 02:32:32,31.53288662,-90.45391915,Mississippi,0
76,"Lincoln, Missouri, US",77,US,1,2020-05-08 02:32:32,39.05345619,-90.95588181,Missouri,0
6,"Lincoln, Montana, US",7,US,1,2020-05-08 02:32:32,48.54265777,-115.4046155,Montana,0
36,"Lincoln, Nebraska, US",37,US,1,2020-05-08 02:32:32,41.04658298,-100.74753740000001,Nebraska,0
1,"Lincoln, Nevada, US",1,US,0,2020-05-08 02:32:32,37.64268459,-114.8790388,Nevada,0
2,"Lincoln, New Mexico, US",2,US,0,2020-05-08 02:32:32,33.74526079,-105.4586166,New Mexico,0
37,"Lincoln, North Carolina, US",37,US,0,2020-05-08 02:32:32,35.48508185,-81.21740317,North Carolina,0
14,"Lincoln, Oklahoma, US",16,US,2,2020-05-08 02:32:32,35.70270942,-96.8812462,Oklahoma,0
6,"Lincoln, Oregon, US",6,US,0,2020-05-08 02:32:32,44.64252874,-123.86991200000001,Oregon,0
171,"Lincoln, South Dakota, US",171,US,0,2020-05-08 02:32:32,43.27841182,-96.72039050000001,South Dakota,0
16,"Lincoln, Tennessee, US",16,US,0,2020-05-08 02:32:32,35.13738622,-86.58910106,Tennessee,0
2,"Lincoln, Washington, US",2,US,0,2020-05-08 02:32:32,47.57705241,-118.41943880000001,Washington,0
3,"Lincoln, West Virginia, US",3,US,0,2020-05-08 02:32:32,38.172154,-82.07017953,West Virginia,0
1,"Lincoln, Wisconsin, US",1,US,0,2020-05-08 02:32:32,45.33737523,-89.73411273,Wisconsin,0
10,"Lincoln, Wyoming, US",10,US,0,2020-05-08 02:32:32,42.26376367,-110.6563997,Wyoming,0
749,"Linn, Iowa, US",805,US,56,2020-05-08 02:32:32,42.07923082,-91.59809485,Iowa,0
6,"Linn, Kansas, US",6,US,0,2020-05-08 02:32:32,38.21267844,-94.84254089,Kansas,0
4,"Linn, Missouri, US",5,US,1,2020-05-08 02:32:32,39.87001769,-93.10704106,Missouri,0
92,"Linn, Oregon, US",99,US,7,2020-05-08 02:32:32,44.48899494,-122.53731540000001,Oregon,0
2,"Lipscomb, Texas, US",2,US,0,2020-05-08 02:32:32,36.27783108,-100.27331509999999,Texas,0
1010,"Litchfield, Connecticut, US",1114,US,104,2020-05-08 02:32:32,41.7937534,-73.2451475,Connecticut,0
5,"Live Oak, Texas, US",5,US,0,2020-05-08 02:32:32,28.35101362,-98.1246786,Texas,0
23,"Livingston, Illinois, US",24,US,1,2020-05-08 02:32:32,40.89188292,-88.55784752,Illinois,0
6,"Livingston, Kentucky, US",6,US,0,2020-05-08 02:32:32,37.21137452,-88.34797529,Kentucky,0
249,"Livingston, Louisiana, US",268,US,19,2020-05-08 02:32:32,30.44143993,-90.73061664,Louisiana,0
348,"Livingston, Michigan, US",368,US,20,2020-05-08 02:32:32,42.60302282,-83.91297209,Michigan,0
4,"Livingston, Missouri, US",4,US,0,2020-05-08 02:32:32,39.78110272,-93.54645978,Missouri,0
89,"Livingston, New York, US",95,US,6,2020-05-08 02:32:32,42.72596275,-77.77966158,New York,0
3,"Llano, Texas, US",3,US,0,2020-05-08 02:32:32,30.70645047,-98.68475262,Texas,0
3,"Logan, Arkansas, US",3,US,0,2020-05-08 02:32:32,35.21413234,-93.71951016,Arkansas,0
316,"Logan, Colorado, US",318,US,2,2020-05-08 02:32:32,40.7249637,-103.110817,Colorado,0
7,"Logan, Illinois, US",7,US,0,2020-05-08 02:32:32,40.12581572,-89.36638784,Illinois,0
23,"Logan, Kentucky, US",24,US,1,2020-05-08 02:32:32,36.85949479,-86.877635,Kentucky,0
0,"Logan, Nebraska, US",0,US,0,2020-05-08 02:32:32,41.56650314,-100.4817851,Nebraska,0
23,"Logan, Ohio, US",23,US,0,2020-05-08 02:32:32,40.38996525,-83.76784341,Ohio,0
17,"Logan, Oklahoma, US",18,US,1,2020-05-08 02:32:32,35.91899576,-97.44352845,Oklahoma,0
14,"Logan, West Virginia, US",15,US,1,2020-05-08 02:32:32,37.8299889,-81.93528571,West Virginia,0
5,"Long, Georgia, US",5,US,0,2020-05-08 02:32:32,31.75218791,-81.74952375,Georgia,0
44,"Lonoke, Arkansas, US",44,US,0,2020-05-08 02:32:32,34.75392199,-91.88742357,Arkansas,0
486,"Lorain, Ohio, US",528,US,42,2020-05-08 02:32:32,41.29553751,-82.15083537,Ohio,0
6,"Los Alamos, New Mexico, US",6,US,0,2020-05-08 02:32:32,35.86631386,-106.31349850000001,New Mexico,0
28093,"Los Angeles, California, US",29511,US,1418,2020-05-08 02:32:32,34.30828379,-118.22824109999999,California,0
38,"Loudon, Tennessee, US",38,US,0,2020-05-08 02:32:32,35.73939663,-84.31145275,Tennessee,0
1017,"Loudoun, Virginia, US",1043,US,26,2020-05-08 02:32:32,39.08990083,-77.63481877,Virginia,0
278,"Louisa, Iowa, US",280,US,2,2020-05-08 02:32:32,41.21842119,-91.26102611,Iowa,0
51,"Louisa, Virginia, US",51,US,0,2020-05-08 02:32:32,37.97850256,-77.96274807,Virginia,0
3,"Love, Oklahoma, US",3,US,0,2020-05-08 02:32:32,33.95273467,-97.23906784,Oklahoma,0
80,"Lowndes, Alabama, US",85,US,5,2020-05-08 02:32:32,32.1597283,-86.65158371,Alabama,0
169,"Lowndes, Georgia, US",173,US,4,2020-05-08 02:32:32,30.83568832,-83.27056716,Georgia,0
68,"Lowndes, Mississippi, US",71,US,3,2020-05-08 02:32:32,33.47386518,-88.44191529999998,Mississippi,0
528,"Lubbock, Texas, US",575,US,47,2020-05-08 02:32:32,33.61008596,-101.82047890000001,Texas,0
1428,"Lucas, Ohio, US",1583,US,155,2020-05-08 02:32:32,41.62101218,-83.65468618,Ohio,0
1,"Luce, Michigan, US",1,US,0,2020-05-08 02:32:32,46.47227431,-85.54471223,Michigan,0
75,"Lumpkin, Georgia, US",76,US,1,2020-05-08 02:32:32,34.57286511,-84.00425681,Georgia,0
6,"Luna, New Mexico, US",7,US,1,2020-05-08 02:32:32,32.18179341,-107.75088259999998,New Mexico,0
4,"Lunenburg, Virginia, US",4,US,0,2020-05-08 02:32:32,36.94618528,-78.24133319,Virginia,0
2218,"Luzerne, Pennsylvania, US",2332,US,114,2020-05-08 02:32:32,41.17823008,-75.98447579,Pennsylvania,0
95,"Lycoming, Pennsylvania, US",99,US,4,2020-05-08 02:32:32,41.34310539,-77.06629984,Pennsylvania,0
3,"Lyman, South Dakota, US",3,US,0,2020-05-08 02:32:32,43.89522709,-99.85201878,South Dakota,0
67,"Lynchburg, Virginia, US",68,US,1,2020-05-08 02:32:32,37.40021399,-79.19888138,Virginia,0
4,"Lynn, Texas, US",5,US,1,2020-05-08 02:32:32,33.17657705,-101.8162849,Texas,0
15,"Lyon, Iowa, US",15,US,0,2020-05-08 02:32:32,43.38107862,-96.20926845,Iowa,0
280,"Lyon, Kansas, US",282,US,2,2020-05-08 02:32:32,38.45576156,-96.15275715,Kansas,0
10,"Lyon, Kentucky, US",13,US,3,2020-05-08 02:32:32,37.02080035,-88.07886257,Kentucky,0
15,"Lyon, Minnesota, US",15,US,0,2020-05-08 02:32:32,44.41327865,-95.83806103,Minnesota,0
37,"Lyon, Nevada, US",37,US,0,2020-05-08 02:32:32,39.01777974,-119.18704790000001,Nevada,0
6,"Mackinac, Michigan, US",6,US,0,2020-05-08 02:32:32,46.07028979,-85.04980537,Michigan,0
5198,"Macomb, Michigan, US",5876,US,678,2020-05-08 02:32:32,42.69158356,-82.92752801,Michigan,0
41,"Macon, Alabama, US",43,US,2,2020-05-08 02:32:32,32.38759944,-85.69267724,Alabama,0
78,"Macon, Georgia, US",81,US,3,2020-05-08 02:32:32,32.35207048,-84.04234127,Georgia,0
119,"Macon, Illinois, US",133,US,14,2020-05-08 02:32:32,39.86064913,-88.96342505,Illinois,0
3,"Macon, Missouri, US",3,US,0,2020-05-08 02:32:32,39.83049768,-92.56453089,Missouri,0
2,"Macon, North Carolina, US",3,US,1,2020-05-08 02:32:32,35.14867843,-83.41696617,North Carolina,0
52,"Macon, Tennessee, US",55,US,3,2020-05-08 02:32:32,36.53157855,-86.00778595,Tennessee,0
38,"Macoupin, Illinois, US",39,US,1,2020-05-08 02:32:32,39.26119767,-89.92424028,Illinois,0
53,"Madera, California, US",55,US,2,2020-05-08 02:32:32,37.21513971,-119.76655890000002,California,0
237,"Madison, Alabama, US",241,US,4,2020-05-08 02:32:32,34.76327133,-86.55069633,Alabama,0
1,"Madison, Arkansas, US",1,US,0,2020-05-08 02:32:32,36.01038185,-93.72524943,Arkansas,0
58,"Madison, Florida, US",61,US,3,2020-05-08 02:32:32,30.44396917,-83.47398594,Florida,0
27,"Madison, Georgia, US",28,US,1,2020-05-08 02:32:32,34.12920917,-83.21218732,Georgia,0
16,"Madison, Idaho, US",16,US,0,2020-05-08 02:32:32,43.78141028,-111.65384740000002,Idaho,0
368,"Madison, Illinois, US",396,US,28,2020-05-08 02:32:32,38.83042506,-89.90422563,Illinois,0
418,"Madison, Indiana, US",474,US,56,2020-05-08 02:32:32,40.16143691,-85.71964711,Indiana,0
9,"Madison, Iowa, US",10,US,1,2020-05-08 02:32:32,41.33081904,-94.01554631,Iowa,0
32,"Madison, Kentucky, US",33,US,1,2020-05-08 02:32:32,37.71659336,-84.27220275,Kentucky,0
8,"Madison, Louisiana, US",8,US,0,2020-05-08 02:32:32,32.36918118,-91.23973355,Louisiana,0
321,"Madison, Mississippi, US",333,US,12,2020-05-08 02:32:32,32.63389156,-90.03513564,Mississippi,0
2,"Madison, Missouri, US",2,US,0,2020-05-08 02:32:32,37.47865134,-90.34671429999999,Missouri,0
7,"Madison, Montana, US",8,US,1,2020-05-08 02:32:32,45.30080065,-111.9173017,Montana,0
234,"Madison, Nebraska, US",237,US,3,2020-05-08 02:32:32,41.91676024,-97.6005481,Nebraska,0
240,"Madison, New York, US",246,US,6,2020-05-08 02:32:32,42.91653905,-75.67266639,New York,0
1,"Madison, North Carolina, US",1,US,0,2020-05-08 02:32:32,35.85402722,-82.71346418,North Carolina,0
70,"Madison, Ohio, US",73,US,3,2020-05-08 02:32:32,39.89381073,-83.40178317,Ohio,0
144,"Madison, Tennessee, US",145,US,1,2020-05-08 02:32:32,35.61181957,-88.84076036,Tennessee,0
2,"Madison, Texas, US",2,US,0,2020-05-08 02:32:32,30.96694679,-95.93003775,Texas,0
17,"Madison, Virginia, US",18,US,1,2020-05-08 02:32:32,38.41531222,-78.28220331,Virginia,0
19,"Mahaska, Iowa, US",20,US,1,2020-05-08 02:32:32,41.33521503,-92.64083907,Iowa,0
1,"Mahnomen, Minnesota, US",2,US,1,2020-05-08 02:32:32,47.32557075,-95.80921485,Minnesota,0
929,"Mahoning, Ohio, US",1044,US,115,2020-05-08 02:32:32,41.01631101,-80.77287029,Ohio,0
3,"Major, Oklahoma, US",4,US,1,2020-05-08 02:32:32,36.31149996,-98.53467076,Oklahoma,0
13,"Malheur, Oregon, US",13,US,0,2020-05-08 02:32:32,43.1937027,-117.62273950000001,Oregon,0
331,"Manassas, Virginia, US",332,US,1,2020-05-08 02:32:32,38.7464321,-77.48509905,Virginia,0
104,"Manassas Park, Virginia, US",106,US,2,2020-05-08 02:32:32,38.77058531,-77.44399307,Virginia,0
669,"Manatee, Florida, US",737,US,68,2020-05-08 02:32:32,27.47196942,-82.31831044,Florida,0
11,"Manistee, Michigan, US",11,US,0,2020-05-08 02:32:32,44.33352407,-86.05626916,Michigan,0
16,"Manitowoc, Wisconsin, US",17,US,1,2020-05-08 02:32:32,44.11946801,-87.80928853,Wisconsin,0
20,"Marathon, Wisconsin, US",21,US,1,2020-05-08 02:32:32,44.89792533,-89.75863384,Wisconsin,0
70,"Marengo, Alabama, US",73,US,3,2020-05-08 02:32:32,32.24767634,-87.78796182,Alabama,0
4992,"Maricopa, Arizona, US",5196,US,204,2020-05-08 02:32:32,33.34835867,-112.49181540000001,Arizona,0
2,"Maries, Missouri, US",2,US,0,2020-05-08 02:32:32,38.16193985,-91.92249662,Missouri,0
233,"Marin, California, US",247,US,14,2020-05-08 02:32:32,38.07122463,-122.72106310000001,California,0
12,"Marinette, Wisconsin, US",13,US,1,2020-05-08 02:32:32,45.38553432,-88.03324599999998,Wisconsin,0
86,"Marion, Alabama, US",93,US,7,2020-05-08 02:32:32,34.13697363,-87.88704173,Alabama,0
1,"Marion, Arkansas, US",1,US,0,2020-05-08 02:32:32,36.26844485,-92.68451899,Arkansas,0
197,"Marion, Florida, US",202,US,5,2020-05-08 02:32:32,29.21227113,-82.05803627,Florida,0
36,"Marion, Georgia, US",37,US,1,2020-05-08 02:32:32,32.3483402,-84.52733571,Georgia,0
40,"Marion, Illinois, US",40,US,0,2020-05-08 02:32:32,38.64963204,-88.91899208,Illinois,0
6516,"Marion, Indiana, US",6914,US,398,2020-05-08 02:32:32,39.78163624,-86.13826325,Indiana,0
12,"Marion, Iowa, US",12,US,0,2020-05-08 02:32:32,41.33445101,-93.09934783,Iowa,0
4,"Marion, Kansas, US",5,US,1,2020-05-08 02:32:32,38.35855394,-97.09852509999999,Kansas,0
17,"Marion, Kentucky, US",17,US,0,2020-05-08 02:32:32,37.55218078,-85.26898542,Kentucky,0
73,"Marion, Mississippi, US",80,US,7,2020-05-08 02:32:32,31.23132643,-89.8209217,Mississippi,0
5,"Marion, Missouri, US",5,US,0,2020-05-08 02:32:32,39.80601912,-91.62203062,Missouri,0
2337,"Marion, Ohio, US",2350,US,13,2020-05-08 02:32:32,40.58610662,-83.15736305,Ohio,0
592,"Marion, Oregon, US",613,US,21,2020-05-08 02:32:32,44.90287942,-122.58151170000001,Oregon,0
41,"Marion, South Carolina, US",43,US,2,2020-05-08 02:32:32,34.07859748,-79.36400756,South Carolina,0
28,"Marion, Tennessee, US",29,US,1,2020-05-08 02:32:32,35.12997174,-85.62265895,Tennessee,0
15,"Marion, Texas, US",15,US,0,2020-05-08 02:32:32,32.79868409,-94.35661230000001,Texas,0
44,"Marion, West Virginia, US",46,US,2,2020-05-08 02:32:32,39.50984542,-80.24244659,West Virginia,0
15,"Mariposa, California, US",15,US,0,2020-05-08 02:32:32,37.57978556,-119.9073334,California,0
55,"Marlboro, South Carolina, US",56,US,1,2020-05-08 02:32:32,34.59905577,-79.67561152,South Carolina,0
45,"Marquette, Michigan, US",53,US,8,2020-05-08 02:32:32,46.4338914,-87.64043701,Michigan,0
2,"Marquette, Wisconsin, US",3,US,1,2020-05-08 02:32:32,43.81911946,-89.40073763,Wisconsin,0
479,"Marshall, Alabama, US",487,US,8,2020-05-08 02:32:32,34.36975964,-86.30486727,Alabama,0
4,"Marshall, Illinois, US",4,US,0,2020-05-08 02:32:32,41.0327901,-89.34510444,Illinois,0
30,"Marshall, Indiana, US",31,US,1,2020-05-08 02:32:32,41.32467367,-86.26185087,Indiana,0
683,"Marshall, Iowa, US",686,US,3,2020-05-08 02:32:32,42.03586837,-92.99908190000001,Iowa,0
32,"Marshall, Kentucky, US",33,US,1,2020-05-08 02:32:32,36.88007070000001,-88.32803576,Kentucky,0
8,"Marshall, Minnesota, US",8,US,0,2020-05-08 02:32:32,48.35825983,-96.37017407,Minnesota,0
48,"Marshall, Mississippi, US",50,US,2,2020-05-08 02:32:32,34.76216286,-89.50299462,Mississippi,0
2,"Marshall, Oklahoma, US",2,US,0,2020-05-08 02:32:32,34.02311222,-96.76855464,Oklahoma,0
1,"Marshall, South Dakota, US",1,US,0,2020-05-08 02:32:32,45.75870838,-97.59855639,South Dakota,0
23,"Marshall, Tennessee, US",24,US,1,2020-05-08 02:32:32,35.45798777,-86.76420988,Tennessee,0
20,"Marshall, West Virginia, US",20,US,0,2020-05-08 02:32:32,39.86064362,-80.66591062,West Virginia,0
227,"Martin, Florida, US",233,US,6,2020-05-08 02:32:32,27.0772071,-80.43109784,Florida,0
7,"Martin, Indiana, US",7,US,0,2020-05-08 02:32:32,38.7099921,-86.80373186,Indiana,0
3,"Martin, Kentucky, US",3,US,0,2020-05-08 02:32:32,37.79990579,-82.51247478,Kentucky,0
107,"Martin, Minnesota, US",111,US,4,2020-05-08 02:32:32,43.67429718,-94.55099908,Minnesota,0
26,"Martin, North Carolina, US",27,US,1,2020-05-08 02:32:32,35.84326734,-77.10860251,North Carolina,0
2,"Martin, Texas, US",3,US,1,2020-05-08 02:32:32,32.30600051,-101.9513518,Texas,0
2,"Martinsville, Virginia, US",2,US,0,2020-05-08 02:32:32,36.68212094,-79.86352771,Virginia,0
15,"Mason, Illinois, US",15,US,0,2020-05-08 02:32:32,40.23917274,-89.91824452,Illinois,0
6,"Mason, Kentucky, US",6,US,0,2020-05-08 02:32:32,38.59471935,-83.82151043,Kentucky,0
15,"Mason, Michigan, US",15,US,0,2020-05-08 02:32:32,43.99509218,-86.24988902,Michigan,0
28,"Mason, Texas, US",28,US,0,2020-05-08 02:32:32,30.71780434,-99.22629416,Texas,0
27,"Mason, Washington, US",28,US,1,2020-05-08 02:32:32,47.35007586,-123.1863685,Washington,0
12,"Mason, West Virginia, US",12,US,0,2020-05-08 02:32:32,38.77071799,-82.02524219,West Virginia,0
5,"Massac, Illinois, US",5,US,0,2020-05-08 02:32:32,37.22078441,-88.71036614,Illinois,0
61,"Matagorda, Texas, US",64,US,3,2020-05-08 02:32:32,28.81955746,-96.01230294,Texas,0
20,"Matanuska-Susitna, Alaska, US",21,US,1,2020-05-08 02:32:32,62.31305045,-149.5741743,Alaska,0
4,"Mathews, Virginia, US",4,US,0,2020-05-08 02:32:32,37.44164146,-76.34098896,Virginia,0
110,"Maui, Hawaii, US",116,US,6,2020-05-08 02:32:32,20.86399628,-156.56890969999995,Hawaii,0
52,"Maury, Tennessee, US",52,US,0,2020-05-08 02:32:32,35.618741299999996,-87.07462444,Tennessee,0
26,"Maverick, Texas, US",26,US,0,2020-05-08 02:32:32,28.7429195,-100.3157686,Texas,0
20,"Mayes, Oklahoma, US",24,US,4,2020-05-08 02:32:32,36.30179091,-95.23175116,Oklahoma,0
82,"McClain, Oklahoma, US",84,US,2,2020-05-08 02:32:32,35.01123903,-97.44572302,Oklahoma,0
3,"McCook, South Dakota, US",4,US,1,2020-05-08 02:32:32,43.6742571,-97.36863144,South Dakota,0
6,"McCormick, South Carolina, US",7,US,1,2020-05-08 02:32:32,33.90161443,-82.30794338,South Carolina,0
66,"McCracken, Kentucky, US",68,US,2,2020-05-08 02:32:32,37.05350953,-88.70445755,Kentucky,0
11,"McCreary, Kentucky, US",11,US,0,2020-05-08 02:32:32,36.73874143,-84.48102924,Kentucky,0
3,"McCulloch, Texas, US",3,US,0,2020-05-08 02:32:32,31.1925468,-99.34682807,Texas,0
8,"McCurtain, Oklahoma, US",8,US,0,2020-05-08 02:32:32,34.11664328,-94.77222373,Oklahoma,0
4,"McDonald, Missouri, US",4,US,0,2020-05-08 02:32:32,36.62869595,-94.34867205,Missouri,0
44,"McDonough, Illinois, US",46,US,2,2020-05-08 02:32:32,40.45674722,-90.67775541,Illinois,0
27,"McDowell, North Carolina, US",28,US,1,2020-05-08 02:32:32,35.67736232,-82.0482425,North Carolina,0
6,"McDowell, West Virginia, US",6,US,0,2020-05-08 02:32:32,37.38002939,-81.65083669,West Virginia,0
46,"McDuffie, Georgia, US",50,US,4,2020-05-08 02:32:32,33.47851918,-82.48252774,Georgia,0
813,"McHenry, Illinois, US",857,US,44,2020-05-08 02:32:32,42.32451172,-88.45248227,Illinois,0
0,"McHenry, North Dakota, US",1,US,1,2020-05-08 02:32:32,48.23104458,-100.6324822,North Dakota,0
6,"McIntosh, Georgia, US",6,US,0,2020-05-08 02:32:32,31.49683595,-81.40163426,Georgia,0
1,"McIntosh, North Dakota, US",1,US,0,2020-05-08 02:32:32,46.11182017,-99.44145858,North Dakota,0
4,"McIntosh, Oklahoma, US",4,US,0,2020-05-08 02:32:32,35.37235506,-95.66599306,Oklahoma,0
5,"McKean, Pennsylvania, US",6,US,1,2020-05-08 02:32:32,41.80938602,-78.56478358,Pennsylvania,0
15,"McKenzie, North Dakota, US",15,US,0,2020-05-08 02:32:32,47.74133370000001,-103.395905,North Dakota,0
1371,"McKinley, New Mexico, US",1402,US,31,2020-05-08 02:32:32,35.58007720000001,-108.262245,New Mexico,0
107,"McLean, Illinois, US",110,US,3,2020-05-08 02:32:32,40.48996987,-88.84621113,Illinois,0
15,"McLean, Kentucky, US",16,US,1,2020-05-08 02:32:32,37.5301951,-87.26803443,Kentucky,0
5,"McLean, North Dakota, US",5,US,0,2020-05-08 02:32:32,47.60766714,-101.3182418,North Dakota,0
88,"McLennan, Texas, US",92,US,4,2020-05-08 02:32:32,31.55255453,-97.20217694,Texas,0
6,"McLeod, Minnesota, US",6,US,0,2020-05-08 02:32:32,44.82367677,-94.27287017,Minnesota,0
105,"McMinn, Tennessee, US",108,US,3,2020-05-08 02:32:32,35.42812616,-84.61520715,Tennessee,0
11,"McNairy, Tennessee, US",11,US,0,2020-05-08 02:32:32,35.17468549,-88.5647812,Tennessee,0
25,"McPherson, Kansas, US",25,US,0,2020-05-08 02:32:32,38.39184858,-97.64769869,Kansas,0
0,"McPherson, Nebraska, US",0,US,0,2020-05-08 02:32:32,41.56797682,-101.0599362,Nebraska,0
1,"McPherson, South Dakota, US",1,US,0,2020-05-08 02:32:32,45.76626028,-99.22118798,South Dakota,0
16,"Meade, Kansas, US",16,US,0,2020-05-08 02:32:32,37.23859987,-100.36483100000001,Kansas,0
16,"Meade, Kentucky, US",17,US,1,2020-05-08 02:32:32,37.96163597,-86.21028219,Kentucky,0
2,"Meade, South Dakota, US",2,US,0,2020-05-08 02:32:32,44.56676791,-102.71627409999999,South Dakota,0
1,"Meagher, Montana, US",1,US,0,2020-05-08 02:32:32,46.59907074,-110.8898557,Montana,0
1864,"Mecklenburg, North Carolina, US",1922,US,58,2020-05-08 02:32:32,35.24469268,-80.8317671,North Carolina,0
99,"Mecklenburg, Virginia, US",109,US,10,2020-05-08 02:32:32,36.67882005,-78.36131056,Virginia,0
13,"Mecosta, Michigan, US",15,US,2,2020-05-08 02:32:32,43.64064262,-85.32463223,Michigan,0
168,"Medina, Ohio, US",185,US,17,2020-05-08 02:32:32,41.11770589,-81.89986209999998,Ohio,0
19,"Medina, Texas, US",21,US,2,2020-05-08 02:32:32,29.355730100000002,-99.11030298,Texas,0
18,"Meeker, Minnesota, US",18,US,0,2020-05-08 02:32:32,45.12328869,-94.52839455,Minnesota,0
3,"Meigs, Ohio, US",3,US,0,2020-05-08 02:32:32,39.09224872,-82.0305041,Ohio,0
17,"Meigs, Tennessee, US",17,US,0,2020-05-08 02:32:32,35.51558739,-84.81482914,Tennessee,0
17,"Menard, Illinois, US",17,US,0,2020-05-08 02:32:32,40.02742725,-89.80246001,Illinois,0
12,"Mendocino, California, US",12,US,0,2020-05-08 02:32:32,39.4381191,-123.39113130000001,California,0
3,"Menifee, Kentucky, US",3,US,0,2020-05-08 02:32:32,37.94090733,-83.59985712,Kentucky,0
6,"Menominee, Michigan, US",6,US,0,2020-05-08 02:32:32,45.58038692,-87.55370409,Michigan,0
2,"Menominee, Wisconsin, US",2,US,0,2020-05-08 02:32:32,45.00422544,-88.70950714,Wisconsin,0
152,"Merced, California, US",155,US,3,2020-05-08 02:32:32,37.18922369,-120.72090349999999,California,0
11,"Mercer, Illinois, US",11,US,0,2020-05-08 02:32:32,41.20596782,-90.74290052,Illinois,0
10,"Mercer, Kentucky, US",10,US,0,2020-05-08 02:32:32,37.81474237,-84.87488475,Kentucky,0
4673,"Mercer, New Jersey, US",4986,US,313,2020-05-08 02:32:32,40.28047017,-74.70479631,New Jersey,0
3,"Mercer, North Dakota, US",3,US,0,2020-05-08 02:32:32,47.31213126,-101.8318399,North Dakota,0
41,"Mercer, Ohio, US",42,US,1,2020-05-08 02:32:32,40.54043046,-84.62912742,Ohio,0
69,"Mercer, Pennsylvania, US",70,US,1,2020-05-08 02:32:32,41.30248872,-80.25816981,Pennsylvania,0
11,"Mercer, West Virginia, US",11,US,0,2020-05-08 02:32:32,37.40481169,-81.11023142,West Virginia,0
60,"Meriwether, Georgia, US",61,US,1,2020-05-08 02:32:32,33.04163534,-84.68859732,Georgia,0
20,"Merrick, Nebraska, US",20,US,0,2020-05-08 02:32:32,41.16624273,-98.0374887,Nebraska,0
214,"Merrimack, New Hampshire, US",220,US,6,2020-05-08 02:32:32,43.29662971,-71.6811573,New Hampshire,0
50,"Mesa, Colorado, US",50,US,0,2020-05-08 02:32:32,39.01787888,-108.469799,Colorado,0
2,"Metcalfe, Kentucky, US",2,US,0,2020-05-08 02:32:32,36.99459295,-85.63123699,Kentucky,0
120,"Miami, Indiana, US",121,US,1,2020-05-08 02:32:32,40.76940965,-86.04525048,Indiana,0
5,"Miami, Kansas, US",5,US,0,2020-05-08 02:32:32,38.56383358,-94.83832189,Kansas,0
118,"Miami, Ohio, US",145,US,27,2020-05-08 02:32:32,40.0543329,-84.22871271,Ohio,0
13131,"Miami-Dade, Florida, US",13585,US,454,2020-05-08 02:32:32,25.6112362,-80.55170587,Florida,0
1986,"Michigan Department of Corrections (MDOC), Michigan, US",2036,US,50,2020-05-08 02:32:32,,,Michigan,0
660,"Middlesex, Connecticut, US",764,US,104,2020-05-08 02:32:32,41.45949668,-72.53714864,Connecticut,0
15573,"Middlesex, Massachusetts, US",16676,US,1103,2020-05-08 02:32:32,42.48607732,-71.39049229,Massachusetts,0
12674,"Middlesex, New Jersey, US",13411,US,737,2020-05-08 02:32:32,40.43629879,-74.41426991,New Jersey,0
7,"Middlesex, Virginia, US",7,US,0,2020-05-08 02:32:32,37.63191998,-76.55064617,Virginia,0
55,"Midland, Michigan, US",63,US,8,2020-05-08 02:32:32,43.64330771,-84.38804374,Michigan,0
85,"Midland, Texas, US",94,US,9,2020-05-08 02:32:32,31.86904128,-102.03156820000001,Texas,0
48,"Mifflin, Pennsylvania, US",48,US,0,2020-05-08 02:32:32,40.61116939,-77.61070738,Pennsylvania,0
17,"Milam, Texas, US",18,US,1,2020-05-08 02:32:32,30.78581830000001,-96.97718698,Texas,0
5,"Mille Lacs, Minnesota, US",6,US,1,2020-05-08 02:32:32,45.93705297,-93.63236823,Minnesota,0
34,"Miller, Arkansas, US",35,US,1,2020-05-08 02:32:32,33.31403423,-93.89285258,Arkansas,0
30,"Miller, Georgia, US",30,US,0,2020-05-08 02:32:32,31.16568912,-84.73151117,Georgia,0
