DateRecorded,Country,State,City,Confirmed,Deaths,Recovered,Active,Latitude,Longitude
05/05/2020,US,Iowa,Lee,16,0,0,16,40.64181461,-91.48183025
05/05/2020,US,Mississippi,Lee,75,4,0,71,34.291877500000005,-88.68149954
05/05/2020,US,North Carolina,Lee,207,0,0,207,35.47623147,-79.17569362
05/05/2020,US,South Carolina,Lee,69,8,0,61,34.16393091,-80.25690731
05/05/2020,US,Texas,Lee,2,0,0,2,30.31120597,-96.97045773
05/05/2020,US,Virginia,Lee,10,0,0,10,36.70586667,-83.12606515
05/05/2020,US,Michigan,Leelanau,9,0,0,9,44.94430054,-85.80150326
05/05/2020,US,Mississippi,Leflore,175,18,0,157,33.55545125,-90.29900733
05/05/2020,US,Pennsylvania,Lehigh,2999,94,0,2905,40.6154815,-75.59435245
05/05/2020,US,Idaho,Lemhi,1,0,0,1,44.9438088,-113.9309747
05/05/2020,US,Michigan,Lenawee,110,2,0,108,41.89475156,-84.06603727
05/05/2020,US,North Carolina,Lenoir,92,4,0,88,35.24032589999999,-77.64245615
05/05/2020,US,Florida,Leon,243,5,0,238,30.45955727,-84.27491114
05/05/2020,US,Texas,Leon,7,0,0,7,31.29872538,-95.9936328
05/05/2020,US,Kentucky,Leslie,4,0,0,4,37.09246661,-83.37999606
05/05/2020,US,Kentucky,Letcher,3,0,0,3,37.12306748,-82.85346474
05/05/2020,US,Florida,Levy,20,0,0,20,29.31829741,-82.74007147
05/05/2020,US,Idaho,Lewis,0,0,0,0,46.23315327,-116.434146
05/05/2020,US,Kentucky,Lewis,3,0,0,3,38.53184419,-83.37735618
05/05/2020,US,Missouri,Lewis,6,1,0,5,40.09673161,-91.72070156
05/05/2020,US,New York,Lewis,9,0,0,9,43.7844157,-75.44903992
05/05/2020,US,Tennessee,Lewis,2,0,0,2,35.52853208,-87.49022694
05/05/2020,US,Washington,Lewis,29,3,0,26,46.57756476,-122.3925769
05/05/2020,US,West Virginia,Lewis,4,0,0,4,38.9947249,-80.49988181
05/05/2020,US,Montana,Lewis and Clark,16,0,0,16,47.12610041,-112.394698
05/05/2020,US,South Carolina,Lexington,440,17,0,423,33.89665987,-81.27146426
05/05/2020,US,Virginia,Lexington,5,0,0,5,37.78258621,-79.44262866
05/05/2020,US,Florida,Liberty,60,0,0,60,30.23766008,-84.8829258
05/05/2020,US,Georgia,Liberty,37,0,0,37,31.82588896,-81.49251135
05/05/2020,US,Montana,Liberty,1,0,0,1,48.56084317,-111.024307
05/05/2020,US,Texas,Liberty,46,1,0,45,30.15152688,-94.81205615
05/05/2020,US,Ohio,Licking,133,7,0,126,40.09136236,-82.48185785
05/05/2020,US,Alabama,Limestone,48,0,0,48,34.81185586,-86.98310072
05/05/2020,US,Texas,Limestone,13,1,0,12,31.5454767,-96.58095444
05/05/2020,US,Arkansas,Lincoln,853,5,0,848,33.95317155,-91.74002806
05/05/2020,US,Colorado,Lincoln,3,0,0,3,38.98749519,-103.5136649
05/05/2020,US,Georgia,Lincoln,12,0,0,12,33.79201475,-82.45024131
05/05/2020,US,Idaho,Lincoln,29,0,0,29,43.0012336,-114.1358773
05/05/2020,US,Kentucky,Lincoln,5,1,0,4,37.45475628,-84.6565327
05/05/2020,US,Louisiana,Lincoln,96,10,0,86,32.6003154,-92.6659741
05/05/2020,US,Maine,Lincoln,13,0,0,13,44.05996956,-69.54227124
05/05/2020,US,Minnesota,Lincoln,3,0,0,3,44.41311883,-96.26688165
05/05/2020,US,Mississippi,Lincoln,155,12,0,143,31.53288662,-90.45391915
05/05/2020,US,Missouri,Lincoln,74,1,0,73,39.05345619,-90.95588181
05/05/2020,US,Montana,Lincoln,7,1,0,6,48.54265777,-115.4046155
05/05/2020,US,Nebraska,Lincoln,33,1,0,32,41.04658298,-100.7475374
05/05/2020,US,Nevada,Lincoln,0,0,0,0,37.64268459,-114.8790388
05/05/2020,US,New Mexico,Lincoln,2,0,0,2,33.74526079,-105.4586166
05/05/2020,US,North Carolina,Lincoln,35,0,0,35,35.48508185,-81.21740317
05/05/2020,US,Oklahoma,Lincoln,16,2,0,14,35.70270942,-96.8812462
05/05/2020,US,Oregon,Lincoln,5,0,0,5,44.64252874,-123.869912
05/05/2020,US,South Dakota,Lincoln,164,0,0,164,43.27841182,-96.7203905
05/05/2020,US,Tennessee,Lincoln,16,0,0,16,35.13738622,-86.58910106
05/05/2020,US,Washington,Lincoln,2,0,0,2,47.57705241,-118.4194388
05/05/2020,US,West Virginia,Lincoln,2,0,0,2,38.172154,-82.07017953
05/05/2020,US,Wisconsin,Lincoln,1,0,0,1,45.33737523,-89.73411273
05/05/2020,US,Wyoming,Lincoln,10,0,0,10,42.26376367,-110.6563997
05/05/2020,US,Iowa,Linn,767,53,0,714,42.07923082,-91.59809485
05/05/2020,US,Kansas,Linn,6,0,0,6,38.21267844,-94.84254089
05/05/2020,US,Missouri,Linn,5,1,0,4,39.87001769,-93.10704106
05/05/2020,US,Oregon,Linn,98,7,0,91,44.48899494,-122.5373154
05/05/2020,US,Texas,Lipscomb,2,0,0,2,36.27783108,-100.2733151
05/05/2020,US,Connecticut,Litchfield,1065,95,0,970,41.7937534,-73.2451475
05/05/2020,US,Texas,Live Oak,5,0,0,5,28.35101362,-98.1246786
05/05/2020,US,Illinois,Livingston,23,1,0,22,40.89188292,-88.55784752
05/05/2020,US,Kentucky,Livingston,6,0,0,6,37.21137452,-88.34797529
05/05/2020,US,Louisiana,Livingston,247,18,0,229,30.44143993,-90.73061664
05/05/2020,US,Michigan,Livingston,362,20,0,342,42.60302282,-83.91297209
05/05/2020,US,Missouri,Livingston,3,0,0,3,39.78110272,-93.54645978
05/05/2020,US,New York,Livingston,86,6,0,80,42.72596275,-77.77966158
05/05/2020,US,Texas,Llano,3,0,0,3,30.70645047,-98.68475262
05/05/2020,US,Arkansas,Logan,2,0,0,2,35.21413234,-93.71951016
05/05/2020,US,Colorado,Logan,292,1,0,291,40.7249637,-103.110817
05/05/2020,US,Illinois,Logan,7,0,0,7,40.12581572,-89.36638784
05/05/2020,US,Kentucky,Logan,15,1,0,14,36.85949479,-86.877635
05/05/2020,US,Nebraska,Logan,0,0,0,0,41.56650314,-100.4817851
05/05/2020,US,Ohio,Logan,19,0,0,19,40.38996525,-83.76784341
05/05/2020,US,Oklahoma,Logan,17,1,0,16,35.91899576,-97.44352845
05/05/2020,US,West Virginia,Logan,14,1,0,13,37.8299889,-81.93528571
05/05/2020,US,Georgia,Long,5,0,0,5,31.75218791,-81.74952375
05/05/2020,US,Arkansas,Lonoke,44,0,0,44,34.75392199,-91.88742357
05/05/2020,US,Ohio,Lorain,510,39,0,471,41.29553751,-82.15083537
05/05/2020,US,New Mexico,Los Alamos,6,0,0,6,35.86631386,-106.3134985
05/05/2020,US,California,Los Angeles,27836,1315,0,26521,34.30828379,-118.2282411
05/05/2020,US,Tennessee,Loudon,39,0,0,39,35.73939663,-84.31145275
05/05/2020,US,Virginia,Loudoun,998,24,0,974,39.08990083,-77.63481877
05/05/2020,US,Iowa,Louisa,279,2,0,277,41.21842119,-91.26102611
05/05/2020,US,Virginia,Louisa,50,0,0,50,37.97850256,-77.96274807
05/05/2020,US,Oklahoma,Love,2,0,0,2,33.95273467,-97.23906784
05/05/2020,US,Alabama,Lowndes,80,3,0,77,32.1597283,-86.65158371
05/05/2020,US,Georgia,Lowndes,166,4,0,162,30.83568832,-83.27056716
05/05/2020,US,Mississippi,Lowndes,65,3,0,62,33.47386518,-88.44191529999998
05/05/2020,US,Texas,Lubbock,560,45,0,515,33.61008596,-101.8204789
05/05/2020,US,Ohio,Lucas,1478,133,0,1345,41.62101218,-83.65468618
05/05/2020,US,Michigan,Luce,1,0,0,1,46.47227431,-85.54471223
05/05/2020,US,Georgia,Lumpkin,69,1,0,68,34.57286511,-84.00425681
05/05/2020,US,New Mexico,Luna,7,1,0,6,32.18179341,-107.75088259999998
05/05/2020,US,Virginia,Lunenburg,4,0,0,4,36.94618528,-78.24133319
05/05/2020,US,Pennsylvania,Luzerne,2280,104,0,2176,41.17823008,-75.98447579
05/05/2020,US,Pennsylvania,Lycoming,86,4,0,82,41.34310539,-77.06629984
05/05/2020,US,South Dakota,Lyman,3,0,0,3,43.89522709,-99.85201878
05/05/2020,US,Virginia,Lynchburg,65,1,0,64,37.40021399,-79.19888138
05/05/2020,US,Texas,Lynn,5,1,0,4,33.17657705,-101.8162849
05/05/2020,US,Iowa,Lyon,15,0,0,15,43.38107862,-96.20926845
05/05/2020,US,Kansas,Lyon,265,2,0,263,38.45576156,-96.15275715
05/05/2020,US,Kentucky,Lyon,13,3,0,10,37.02080035,-88.07886257
05/05/2020,US,Minnesota,Lyon,10,0,0,10,44.41327865,-95.83806103
05/05/2020,US,Nevada,Lyon,35,0,0,35,39.01777974,-119.1870479
05/05/2020,US,Michigan,Mackinac,6,0,0,6,46.07028979,-85.04980537
05/05/2020,US,Michigan,Macomb,5789,647,0,5142,42.69158356,-82.92752801
05/05/2020,US,Alabama,Macon,41,2,0,39,32.38759944,-85.69267724
05/05/2020,US,Georgia,Macon,81,3,0,78,32.35207048,-84.04234127
05/05/2020,US,Illinois,Macon,126,13,0,113,39.86064913,-88.96342505
05/05/2020,US,Missouri,Macon,2,0,0,2,39.83049768,-92.56453089
05/05/2020,US,North Carolina,Macon,3,1,0,2,35.14867843,-83.41696617
05/05/2020,US,Tennessee,Macon,53,3,0,50,36.53157855,-86.00778595
05/05/2020,US,Illinois,Macoupin,36,1,0,35,39.26119767,-89.92424028
05/05/2020,US,California,Madera,54,2,0,52,37.21513971,-119.76655890000002
05/05/2020,US,Alabama,Madison,238,4,0,234,34.76327133,-86.55069633
05/05/2020,US,Arkansas,Madison,1,0,0,1,36.01038185,-93.72524943
05/05/2020,US,Florida,Madison,61,3,0,58,30.44396917,-83.47398594
05/05/2020,US,Georgia,Madison,27,1,0,26,34.12920917,-83.21218732
05/05/2020,US,Idaho,Madison,13,0,0,13,43.78141028,-111.65384740000002
05/05/2020,US,Illinois,Madison,369,27,0,342,38.83042506,-89.90422563
05/05/2020,US,Indiana,Madison,452,55,0,397,40.16143691,-85.71964711
05/05/2020,US,Iowa,Madison,9,1,0,8,41.33081904,-94.01554631
05/05/2020,US,Kentucky,Madison,31,1,0,30,37.71659336,-84.27220275
05/05/2020,US,Louisiana,Madison,8,0,0,8,32.36918118,-91.23973355
05/05/2020,US,Mississippi,Madison,298,11,0,287,32.63389156,-90.03513564
05/05/2020,US,Missouri,Madison,2,0,0,2,37.47865134,-90.3467143
05/05/2020,US,Montana,Madison,8,1,0,7,45.30080065,-111.9173017
05/05/2020,US,Nebraska,Madison,184,3,0,181,41.91676024,-97.6005481
05/05/2020,US,New York,Madison,223,6,0,217,42.91653905,-75.67266639
05/05/2020,US,North Carolina,Madison,1,0,0,1,35.85402722,-82.71346418
05/05/2020,US,Ohio,Madison,73,3,0,70,39.89381073,-83.40178317
05/05/2020,US,Tennessee,Madison,140,1,0,139,35.61181957,-88.84076036
05/05/2020,US,Texas,Madison,1,0,0,1,30.96694679,-95.93003775
05/05/2020,US,Virginia,Madison,17,1,0,16,38.41531222,-78.28220331
05/05/2020,US,Iowa,Mahaska,18,1,0,17,41.33521503,-92.64083907
05/05/2020,US,Minnesota,Mahnomen,2,0,0,2,47.32557075,-95.80921485
05/05/2020,US,Ohio,Mahoning,998,92,0,906,41.01631101,-80.77287029
05/05/2020,US,Oklahoma,Major,4,1,0,3,36.31149996,-98.53467076
05/05/2020,US,Oregon,Malheur,13,0,0,13,43.1937027,-117.6227395
05/05/2020,US,Virginia,Manassas,289,1,0,288,38.7464321,-77.48509905
05/05/2020,US,Virginia,Manassas Park,96,2,0,94,38.77058531,-77.44399307
05/05/2020,US,Florida,Manatee,684,61,0,623,27.47196942,-82.31831044
05/05/2020,US,Michigan,Manistee,11,0,0,11,44.33352407,-86.05626916
05/05/2020,US,Wisconsin,Manitowoc,16,1,0,15,44.11946801,-87.80928853
05/05/2020,US,Wisconsin,Marathon,21,1,0,20,44.89792533,-89.75863384
05/05/2020,US,Alabama,Marengo,68,3,0,65,32.24767634,-87.78796182
05/05/2020,US,Arizona,Maricopa,4929,175,0,4754,33.34835867,-112.4918154
05/05/2020,US,Missouri,Maries,2,0,0,2,38.16193985,-91.92249662
05/05/2020,US,California,Marin,241,13,0,228,38.07122463,-122.7210631
05/05/2020,US,Wisconsin,Marinette,11,1,0,10,45.38553432,-88.03324599999998
05/05/2020,US,Alabama,Marion,90,7,0,83,34.13697363,-87.88704173
05/05/2020,US,Arkansas,Marion,1,0,0,1,36.26844485,-92.68451899
05/05/2020,US,Florida,Marion,193,5,0,188,29.21227113,-82.05803627
05/05/2020,US,Georgia,Marion,37,1,0,36,32.3483402,-84.52733571
05/05/2020,US,Illinois,Marion,36,0,0,36,38.64963204,-88.91899208
05/05/2020,US,Indiana,Marion,6419,374,0,6045,39.78163624,-86.13826325
05/05/2020,US,Iowa,Marion,12,0,0,12,41.33445101,-93.09934783
05/05/2020,US,Kansas,Marion,5,1,0,4,38.35855394,-97.0985251
05/05/2020,US,Kentucky,Marion,17,0,0,17,37.55218078,-85.26898542
05/05/2020,US,Mississippi,Marion,76,7,0,69,31.23132643,-89.8209217
05/05/2020,US,Missouri,Marion,4,0,0,4,39.80601912,-91.62203062
05/05/2020,US,Ohio,Marion,2335,9,0,2326,40.58610662,-83.15736305
05/05/2020,US,Oregon,Marion,574,19,0,555,44.90287942,-122.5815117
05/05/2020,US,South Carolina,Marion,41,2,0,39,34.07859748,-79.36400756
05/05/2020,US,Tennessee,Marion,29,1,0,28,35.12997174,-85.62265895
05/05/2020,US,Texas,Marion,15,0,0,15,32.79868409,-94.3566123
05/05/2020,US,West Virginia,Marion,46,2,0,44,39.50984542,-80.24244659
05/05/2020,US,California,Mariposa,14,0,0,14,37.57978556,-119.9073334
05/05/2020,US,South Carolina,Marlboro,54,1,0,53,34.59905577,-79.67561152
05/05/2020,US,Michigan,Marquette,50,8,0,42,46.4338914,-87.64043701
05/05/2020,US,Wisconsin,Marquette,3,1,0,2,43.81911946,-89.40073763
05/05/2020,US,Alabama,Marshall,439,8,0,431,34.36975964,-86.30486727
05/05/2020,US,Illinois,Marshall,4,0,0,4,41.0327901,-89.34510444
05/05/2020,US,Indiana,Marshall,32,1,0,31,41.32467367,-86.26185087
05/05/2020,US,Iowa,Marshall,647,2,0,645,42.03586837,-92.9990819
05/05/2020,US,Kentucky,Marshall,33,1,0,32,36.88007070000001,-88.32803576
05/05/2020,US,Minnesota,Marshall,7,0,0,7,48.35825983,-96.37017407
05/05/2020,US,Mississippi,Marshall,48,2,0,46,34.76216286,-89.50299462
05/05/2020,US,Oklahoma,Marshall,2,0,0,2,34.02311222,-96.76855464
05/05/2020,US,South Dakota,Marshall,1,0,0,1,45.75870838,-97.59855639
05/05/2020,US,Tennessee,Marshall,24,1,0,23,35.45798777,-86.76420988
05/05/2020,US,West Virginia,Marshall,19,0,0,19,39.86064362,-80.66591062
05/05/2020,US,Florida,Martin,218,6,0,212,27.0772071,-80.43109784
05/05/2020,US,Indiana,Martin,7,0,0,7,38.7099921,-86.80373186
05/05/2020,US,Kentucky,Martin,3,0,0,3,37.79990579,-82.51247478
05/05/2020,US,Minnesota,Martin,110,4,0,106,43.67429718,-94.55099908
05/05/2020,US,North Carolina,Martin,21,1,0,20,35.84326734,-77.10860251
05/05/2020,US,Texas,Martin,3,1,0,2,32.30600051,-101.9513518
05/05/2020,US,Virginia,Martinsville,2,0,0,2,36.68212094,-79.86352771
05/05/2020,US,Illinois,Mason,14,0,0,14,40.23917274,-89.91824452
05/05/2020,US,Kentucky,Mason,6,0,0,6,38.59471935,-83.82151043
05/05/2020,US,Michigan,Mason,13,0,0,13,43.99509218,-86.24988902
05/05/2020,US,Texas,Mason,26,0,0,26,30.71780434,-99.22629416
05/05/2020,US,Washington,Mason,26,1,0,25,47.35007586,-123.1863685
05/05/2020,US,West Virginia,Mason,12,0,0,12,38.77071799,-82.02524219
05/05/2020,US,Illinois,Massac,4,0,0,4,37.22078441,-88.71036614
05/05/2020,US,Texas,Matagorda,64,3,0,61,28.81955746,-96.01230294
05/05/2020,US,Alaska,Matanuska-Susitna,21,1,0,20,62.31305045,-149.5741743
05/05/2020,US,Virginia,Mathews,4,0,0,4,37.44164146,-76.34098896
05/05/2020,US,Hawaii,Maui,116,6,0,110,20.86399628,-156.56890969999995
05/05/2020,US,Tennessee,Maury,49,0,0,49,35.6187413,-87.07462444
05/05/2020,US,Texas,Maverick,26,0,0,26,28.7429195,-100.3157686
05/05/2020,US,Oklahoma,Mayes,24,4,0,20,36.30179091,-95.23175116
05/05/2020,US,Oklahoma,McClain,84,2,0,82,35.01123903,-97.44572302
05/05/2020,US,South Dakota,McCook,4,1,0,3,43.6742571,-97.36863144
05/05/2020,US,South Carolina,McCormick,7,1,0,6,33.90161443,-82.30794338
05/05/2020,US,Kentucky,McCracken,63,2,0,61,37.05350953,-88.70445755
05/05/2020,US,Kentucky,McCreary,11,0,0,11,36.73874143,-84.48102924
05/05/2020,US,Texas,McCulloch,3,0,0,3,31.1925468,-99.34682807
05/05/2020,US,Oklahoma,McCurtain,8,0,0,8,34.11664328,-94.77222373
05/05/2020,US,Missouri,McDonald,4,0,0,4,36.62869595,-94.34867205
05/05/2020,US,Illinois,McDonough,37,2,0,35,40.45674722,-90.67775541
05/05/2020,US,North Carolina,McDowell,28,1,0,27,35.67736232,-82.0482425
05/05/2020,US,West Virginia,McDowell,6,0,0,6,37.38002939,-81.65083669
05/05/2020,US,Georgia,McDuffie,49,4,0,45,33.47851918,-82.48252774
05/05/2020,US,Illinois,McHenry,802,40,0,762,42.32451172,-88.45248227
05/05/2020,US,North Dakota,McHenry,1,1,0,0,48.23104458,-100.6324822
05/05/2020,US,Georgia,McIntosh,6,0,0,6,31.49683595,-81.40163426
05/05/2020,US,North Dakota,McIntosh,1,0,0,1,46.11182017,-99.44145858
05/05/2020,US,Oklahoma,McIntosh,3,0,0,3,35.37235506,-95.66599306
05/05/2020,US,Pennsylvania,McKean,6,0,0,6,41.80938602,-78.56478358
05/05/2020,US,North Dakota,McKenzie,13,0,0,13,47.74133370000001,-103.395905
05/05/2020,US,New Mexico,McKinley,1274,25,0,1249,35.58007720000001,-108.262245
05/05/2020,US,Illinois,McLean,103,3,0,100,40.48996987,-88.84621113
05/05/2020,US,Kentucky,McLean,16,1,0,15,37.5301951,-87.26803443
05/05/2020,US,North Dakota,McLean,5,0,0,5,47.60766714,-101.3182418
05/05/2020,US,Texas,McLennan,91,4,0,87,31.55255453,-97.20217694
05/05/2020,US,Minnesota,McLeod,5,0,0,5,44.82367677,-94.27287017
05/05/2020,US,Tennessee,McMinn,106,2,0,104,35.42812616,-84.61520715
05/05/2020,US,Tennessee,McNairy,11,0,0,11,35.17468549,-88.5647812
05/05/2020,US,Kansas,McPherson,23,0,0,23,38.39184858,-97.64769869
05/05/2020,US,South Dakota,McPherson,1,0,0,1,45.76626028,-99.22118798
05/05/2020,US,Kansas,Meade,12,0,0,12,37.23859987,-100.364831
05/05/2020,US,Kentucky,Meade,15,1,0,14,37.96163597,-86.21028219
05/05/2020,US,South Dakota,Meade,2,0,0,2,44.56676791,-102.7162741
05/05/2020,US,Montana,Meagher,1,0,0,1,46.59907074,-110.8898557
05/05/2020,US,North Carolina,Mecklenburg,1787,57,0,1730,35.24469268,-80.8317671
05/05/2020,US,Virginia,Mecklenburg,106,10,0,96,36.67882005,-78.36131056
05/05/2020,US,Michigan,Mecosta,14,2,0,12,43.64064262,-85.32463223
05/05/2020,US,Ohio,Medina,177,16,0,161,41.11770589,-81.89986209999998
05/05/2020,US,Texas,Medina,20,2,0,18,29.3557301,-99.11030298
05/05/2020,US,Minnesota,Meeker,17,0,0,17,45.12328869,-94.52839455
05/05/2020,US,Ohio,Meigs,3,0,0,3,39.09224872,-82.0305041
05/05/2020,US,Tennessee,Meigs,10,0,0,10,35.51558739,-84.81482914
05/05/2020,US,Illinois,Menard,15,0,0,15,40.02742725,-89.80246001
05/05/2020,US,California,Mendocino,12,0,0,12,39.4381191,-123.3911313
05/05/2020,US,Kentucky,Menifee,3,0,0,3,37.94090733,-83.59985712
05/05/2020,US,Michigan,Menominee,6,0,0,6,45.58038692,-87.55370409
05/05/2020,US,Wisconsin,Menominee,1,0,0,1,45.00422544,-88.70950714
05/05/2020,US,California,Merced,147,3,0,144,37.18922369,-120.7209035
05/05/2020,US,Illinois,Mercer,10,0,0,10,41.20596782,-90.74290052
05/05/2020,US,Kentucky,Mercer,11,0,0,11,37.81474237,-84.87488475
05/05/2020,US,New Jersey,Mercer,4743,280,0,4463,40.28047017,-74.70479631
05/05/2020,US,North Dakota,Mercer,3,0,0,3,47.31213126,-101.8318399
05/05/2020,US,Ohio,Mercer,38,1,0,37,40.54043046,-84.62912742
05/05/2020,US,Pennsylvania,Mercer,67,1,0,66,41.30248872,-80.25816981
05/05/2020,US,West Virginia,Mercer,11,0,0,11,37.40481169,-81.11023142
05/05/2020,US,Georgia,Meriwether,57,1,0,56,33.04163534,-84.68859732
05/05/2020,US,Nebraska,Merrick,19,0,0,19,41.16624273,-98.0374887
05/05/2020,US,New Hampshire,Merrimack,206,3,0,203,43.29662971,-71.6811573
05/05/2020,US,Colorado,Mesa,49,0,0,49,39.01787888,-108.469799
05/05/2020,US,Kentucky,Metcalfe,1,0,0,1,36.99459295,-85.63123699
05/05/2020,US,Indiana,Miami,120,1,0,119,40.76940965,-86.04525048
05/05/2020,US,Kansas,Miami,5,0,0,5,38.56383358,-94.83832189
05/05/2020,US,Ohio,Miami,144,27,0,117,40.0543329,-84.22871271
05/05/2020,US,Florida,Miami-Dade,13224,407,0,12817,25.6112362,-80.55170587
05/05/2020,US,Michigan,Michigan Department of Corrections (MDOC),1898,48,0,1850,,
05/05/2020,US,Connecticut,Middlesex,734,95,0,639,41.45949668,-72.53714864
05/05/2020,US,Massachusetts,Middlesex,15980,1028,0,14952,42.48607732,-71.39049229
05/05/2020,US,New Jersey,Middlesex,13142,667,0,12475,40.43629879,-74.41426991
05/05/2020,US,Virginia,Middlesex,7,0,0,7,37.63191998,-76.55064617
05/05/2020,US,Michigan,Midland,62,7,0,55,43.64330771,-84.38804374
05/05/2020,US,Texas,Midland,90,8,0,82,31.86904128,-102.0315682
05/05/2020,US,Pennsylvania,Mifflin,42,0,0,42,40.61116939,-77.61070738
05/05/2020,US,Texas,Milam,18,1,0,17,30.78581830000001,-96.97718698
05/05/2020,US,Minnesota,Mille Lacs,4,1,0,3,45.93705297,-93.63236823
05/05/2020,US,Arkansas,Miller,35,1,0,34,33.31403423,-93.89285258
05/05/2020,US,Georgia,Miller,32,0,0,32,31.16568912,-84.73151117
05/05/2020,US,Missouri,Miller,2,0,0,2,38.21450288,-92.42610898
05/05/2020,US,Iowa,Mills,3,0,0,3,41.03299766,-95.61920963
05/05/2020,US,Wisconsin,Milwaukee,3353,201,0,3152,43.00486062,-87.96733172
05/05/2020,US,South Dakota,Miner,1,0,0,1,44.02197882,-97.60992207
05/05/2020,US,Colorado,Mineral,2,0,0,2,37.66954283,-106.9281698
05/05/2020,US,Nevada,Mineral,4,0,0,4,38.53841696,-118.4344506
05/05/2020,US,West Virginia,Mineral,18,0,0,18,39.41561583,-78.94104895
05/05/2020,US,West Virginia,Mingo,2,1,0,1,37.73048351,-82.13338365
05/05/2020,US,Idaho,Minidoka,11,0,0,11,42.85518524,-113.6357257
05/05/2020,US,South Dakota,Minnehaha,2195,19,0,2176,43.67441641,-96.7910885
05/05/2020,US,Michigan,Missaukee,16,1,0,15,44.33772443,-85.09256478
05/05/2020,US,Arkansas,Mississippi,41,0,0,41,35.76271485,-90.05194370000002
05/05/2020,US,Missouri,Mississippi,29,0,0,29,36.82516239,-89.29505753
05/05/2020,US,Montana,Missoula,39,1,0,38,47.03728583,-113.92135079999998
05/05/2020,US,Georgia,Mitchell,331,33,0,298,31.22483255,-84.19381821
05/05/2020,US,Iowa,Mitchell,3,0,0,3,43.35638371,-92.78887719
05/05/2020,US,Kansas,Mitchell,3,0,0,3,39.39331582,-98.20906732
05/05/2020,US,North Carolina,Mitchell,5,0,0,5,36.01059309,-82.1582442
05/05/2020,US,Texas,Mitchell,1,0,0,1,32.30623474,-100.9212058
05/05/2020,US,Alabama,Mobile,1265,71,0,1194,30.78472347,-88.20842409
05/05/2020,US,Colorado,Moffat,6,0,0,6,40.61810999,-108.2070876
05/05/2020,US,Arizona,Mohave,147,16,0,131,35.70471703,-113.7577902
05/05/2020,US,Missouri,Moniteau,51,0,0,51,38.63571781,-92.57976951
05/05/2020,US,New Jersey,Monmouth,6490,398,0,6092,40.26549699,-74.22240686
05/05/2020,US,California,Mono,26,1,0,25,37.93899289,-118.8872409
05/05/2020,US,Iowa,Monona,10,0,0,10,42.05220391,-95.95743843
05/05/2020,US,West Virginia,Monongalia,108,4,0,104,39.63218457,-80.04766838
05/05/2020,US,Alabama,Monroe,13,1,0,12,31.56729412,-87.36995001
05/05/2020,US,Arkansas,Monroe,4,0,0,4,34.6815935,-91.20540287
05/05/2020,US,Florida,Monroe,80,3,0,77,25.20904673,-81.07812416
05/05/2020,US,Georgia,Monroe,30,4,0,26,33.014289,-83.92097166
05/05/2020,US,Illinois,Monroe,74,11,0,63,38.27594376,-90.17761038
05/05/2020,US,Indiana,Monroe,132,8,0,124,39.16130004,-86.52414358
05/05/2020,US,Iowa,Monroe,1,0,0,1,41.02988815,-92.8690667
05/05/2020,US,Kentucky,Monroe,6,0,0,6,36.71225341,-85.71596443
05/05/2020,US,Michigan,Monroe,327,13,0,314,41.92734151,-83.53749864
05/05/2020,US,Mississippi,Monroe,177,16,0,161,33.89236763,-88.4808438
05/05/2020,US,New York,Monroe,1623,128,0,1495,43.14638895,-77.69322942
05/05/2020,US,Ohio,Monroe,4,0,0,4,39.72984936,-81.08464734
05/05/2020,US,Pennsylvania,Monroe,1186,60,0,1126,41.05934058,-75.34031025
05/05/2020,US,Tennessee,Monroe,32,1,0,31,35.44550387,-84.24902965
05/05/2020,US,West Virginia,Monroe,6,0,0,6,37.56274716,-80.54577965
05/05/2020,US,Wisconsin,Monroe,14,1,0,13,43.94641218,-90.618819
05/05/2020,US,Texas,Montague,8,1,0,7,33.67521893,-97.72500958
05/05/2020,US,Michigan,Montcalm,46,1,0,45,43.31082541,-85.15252824
05/05/2020,US,California,Monterey,237,6,0,231,36.21862405,-121.2413397
05/05/2020,US,Colorado,Montezuma,18,2,0,16,37.33859579,-108.5958857
05/05/2020,US,Alabama,Montgomery,456,8,0,448,32.2206831,-86.20969272
05/05/2020,US,Arkansas,Montgomery,1,0,0,1,34.53704874,-93.65824478
05/05/2020,US,Georgia,Montgomery,2,0,0,2,32.17201038,-82.53527476
05/05/2020,US,Illinois,Montgomery,30,1,0,29,39.23198845,-89.47809254
05/05/2020,US,Indiana,Montgomery,106,0,0,106,40.04034823,-86.89335024
05/05/2020,US,Iowa,Montgomery,1,0,0,1,41.03018714,-95.15642896
05/05/2020,US,Kansas,Montgomery,20,2,0,18,37.19236568,-95.74329258
05/05/2020,US,Kentucky,Montgomery,11,0,0,11,38.03253032,-83.9145241
05/05/2020,US,Maryland,Montgomery,5541,320,0,5221,39.13676329,-77.20358245
05/05/2020,US,Mississippi,Montgomery,47,1,0,46,33.49419589,-89.61729103
05/05/2020,US,Missouri,Montgomery,7,0,0,7,38.94022054,-91.47000721
05/05/2020,US,New York,Montgomery,61,1,0,60,42.90123494,-74.44011632
05/05/2020,US,North Carolina,Montgomery,38,2,0,36,35.33155144,-79.90416657
05/05/2020,US,Ohio,Montgomery,328,10,0,318,39.75394919,-84.29050975
05/05/2020,US,Pennsylvania,Montgomery,4687,443,0,4244,40.21053671,-75.36652296
